X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,agency_id,jurisdiction_id,location_type,parent_station,relative_position,cardinal_direction,wheelchair_boarding,primary_street,address_range,cross_location,Route,Route_Dir,Shelter,Bench,Schedule,Light,Reaitime,PK_MD_WE
-89.524064225586159,43.068709229959403,3352,6273,6273,Junction & Harbour Town (NB),This stop (#6273) is northbound on the 401 block of Junction Rd farside Harbour Town Dr,43.068707,-89.524065,MMT,CMAD,0,,1,0,1,Junction,401,Harbour Town,"15, 68, 73",,0,0,0,0,0,111
-89.512430231161019,43.064017229876271,3353,6277,6277,Randolph & Tree (NB),This stop (#6277) is northbound on the 201 block of Randolph Dr nearside Tree Ln,43.064015,-89.512431,MMT,CMAD,0,,3,0,1,Randolph,201,Tree,"14, 15",,0,0,0,0,0,110
-89.513816255170084,43.057490229371872,3354,6281,6281,West Towne & D'Onofrio (EB),This stop (#6281) is eastbound on the 7499 block of West Towne Way farside D'Onofrio Dr,43.057488,-89.513817,MMT,CMAD,0,,1,90,1,West Towne,7499,D'Onofrio,67,,0,0,1,0,0,111
-89.534473173759849,43.085997228854431,3355,6282,6282,Greenway & Gialamas (SB),This stop (#6282) is southbound on the 8600 block of Greenway Blvd farside Gialamas Way,43.085995,-89.534474,MMT,CMID,0,,1,180,0,Greenway,8600,Gialamas,71,,0,0,0,0,0,100
-89.498393082258829,43.106687229665162,3356,6288,6288,Century & Donna (WB),This stop (#6288) is westbound on the 6800 block of Century Ave farside Donna Dr,43.106685,-89.498394,MMT,CMID,0,,1,270,1,Century,6800,Donna,"70, 72, 78",,0,0,0,0,0,111
-89.485668141819005,43.089289245309097,3357,6291,6291,University & Allen (EB),This stop (#6291) is eastbound on the 6199 block of University Ave farside Allen Blvd,43.089287,-89.485669,MMT,CMAD,0,,1,90,1,University,6199,Allen,"70, 71, 72, 78",,0,0,1,0,0,111
-89.480354256929346,43.053587250759378,3358,6296,6296,Tokay & U W Research Park (WB),This stop (#6296) is westbound on the 5750 block of Tokay Blvd adjacent U W Research Park,43.053585,-89.480355,MMT,CMAD,0,,2,270,0,Tokay,5750,U W Research Park,"3, 63, 73",,0,0,0,0,0,111
-89.488817225656888,43.063279241312955,3359,6300,6300,Nautilus & Offshore (SB),This stop (#6300) is southbound on the 298 block of Nautilus Dr nearside Offshore Dr,43.063277,-89.488818,MMT,CMAD,0,,3,180,1,Nautilus,298,Offshore,14,,0,0,0,0,0,110
-89.485736118768443,43.096568245831811,3360,6301,6301,Allen & Mendota (NB),This stop (#6301) is northbound on the 2201 block of Allen Blvd farside Mendota Ave,43.096566,-89.485737,MMT,CMID,0,,1,0,0,Allen,2201,Mendota,"70, 72, 78",,0,0,0,0,0,111
-89.523720134385201,43.09547922832845,3361,6304,6304,Deming & Terrace (SB),This stop (#6304) is southbound on the 1850 block of Deming Way nearside Terrace Ave,43.095477,-89.523721,MMT,CMID,0,,3,180,0,Deming,1850,Terrace,"70, 71, 72, 78",,0,0,0,0,0,111
-89.493742105781621,43.100100235704623,3362,6306,6306,Branch & Maywood (SB),This stop (#6306) is southbound on the 2398 block of Branch St farside Maywood Ave,43.100098,-89.493743,MMT,CMID,0,,1,180,1,Branch,2398,Maywood,"70, 72",,0,0,0,0,0,110
-89.509277176897172,43.079884228481021,3363,6309,6309,Sawmill & N Westfield (EB),This stop (#6309) is eastbound on the 7399 block of Sawmill Rd farside Westfield Rd (N),43.079882,-89.509278,MMT,CMAD,0,,1,90,0,Sawmill,7399,N Westfield,15,,0,0,0,0,0,110
-89.527298144537198,43.093094228919234,3364,6311,6311,Market & Deming (EB),This stop (#6311) is eastbound on the 8401 block of Market St nearside Deming Way,43.093092,-89.527299,MMT,CMID,0,,3,90,0,Market,8401,Deming,71,,0,0,0,0,0,100
-89.516841132751267,43.094436228763122,3365,6313,6313,Terrace & N High Point (EB),This stop (#6313) is eastbound on the 7799 block of Terrace Ave farside High Point Rd (N),43.094434,-89.516842,MMT,CMID,0,,1,90,0,Terrace,7799,N High Point,"70, 71, 78",,0,0,0,0,0,111
-89.486542106890028,43.10022024494139,3366,6318,6318,Allen & Maywood (SB),This stop (#6318) is southbound on the 2398 block of Allen Blvd farside Maywood Ave,43.100218,-89.486543,MMT,CMID,0,,1,180,0,Allen,2398,Maywood,"70, 72, 78",,0,0,0,0,0,111
-89.483697260526185,43.052368246603251,3367,6319,6319,Odana & Smart Motors (EB),This stop (#6319) is eastbound on the 5901 block of Odana Rd adjacent Smart Motors,43.052366,-89.483698,MMT,CMAD,0,,2,90,1,Odana,5901,Smart Motors,"63, 73",,0,0,0,0,0,111
-89.490203130993535,43.092393240605908,3368,6322,6322,University & Gateway (SB),This stop (#6322) is southbound on the 6301 block of University Ave nearside Gateway St (N),43.092391,-89.490204,MMT,CMID,0,,3,180,1,University,6301,Gateway,"71, 72",,1,0,1,0,0,100
-89.496684211363501,43.067429233165583,3369,6323,6323,Inner & Gettysburg (EB),This stop (#6323) is eastbound on the 6699 block of Inner Dr farside Gettysburg Dr,43.067427,-89.496685,MMT,CMAD,0,,1,90,0,Inner,6699,Gettysburg,14,,0,0,0,0,0,110
-89.508165144303902,43.089267227921923,3370,6325,6325,Voss & Middleton (EB),This stop (#6325) is eastbound on the 7399 block of Voss Pkwy farside Middleton St,43.089265,-89.508166,MMT,CMID,0,,1,90,0,Voss,7399,Middleton,"70, 71, 78",,0,0,0,0,0,111
-89.482753148246658,43.087562249187393,3371,6326,6326,University & Heim (SB),This stop (#6326) is southbound on the 5999 block of University Ave farside Heim Ave,43.08756,-89.482754,MMT,CMAD,0,,1,180,1,University,5999,Heim,"70, 71, 72, 78",,0,0,0,0,0,111
-89.507358189849697,43.075444228902249,3372,6327,6327,N Westfield & Old Sauk (NB),This stop (#6327) is northbound on the 701 block of Westfield Rd (N) farside Old Sauk Rd,43.075442,-89.507359,MMT,CMAD,0,,1,0,0,N Westfield,701,Old Sauk,15,,0,0,0,0,0,110
-89.497528233250563,43.060938231824984,3373,6330,6330,Mineral Point & Grand Canyon (WB),This stop (#6330) is westbound on the 6700 block of Mineral Point Rd farside Grand Canyon Dr,43.060936,-89.497529,MMT,CMAD,0,,1,270,1,Mineral Point,6700,Grand Canyon,"14, 67",,0,0,0,0,0,111
-89.500762233183679,43.060909229485596,3374,6332,6332,Mineral Point & Memorial High (WB),This stop (#6332) is westbound on the 6900 block of Mineral Point Rd adjacent Memorial High,43.060907,-89.500763,MMT,CMAD,0,,2,270,1,Mineral Point,6900,Memorial High,"14, 67",,0,0,0,0,0,111
-89.531841203213247,43.076751229467746,3375,6334,6334,Heartland & Deming (WB),This stop (#6334) is westbound on the 798 block of Heartland Trl farside Deming Way,43.076749,-89.531842,MMT,CMAD,0,,1,270,1,Heartland,798,Deming,"68, 73",,0,0,0,0,0,111
-89.49289712312536,43.094738236667233,3376,6335,6335,University & Lakeview (NB),This stop (#6335) is northbound on the 6500 block of University Ave farside Lakeview Ave,43.094736,-89.492898,MMT,CMID,0,,1,0,1,University,6500,Lakeview,"71, 72",,0,0,0,0,0,100
-89.527747161599805,43.08823222863353,3377,6336,6336,Deming & Holiday (SB),This stop (#6336) is southbound on the 1350 block of Deming Way farside Holiday Ave,43.08823,-89.527748,MMT,CMID,0,,1,180,0,Deming,1350,Holiday,73,,0,0,0,0,0,110
-89.504347116840734,43.096907228021152,3378,6337,6337,University & Park Lawn (EB),This stop (#6337) is eastbound on the 7101 block of University Ave nearside Park Lawn Pl,43.096905,-89.504348,MMT,CMID,0,,3,90,0,University,7101,Park Lawn,71,,0,0,0,0,0,100
-89.517828255470391,43.058257230074013,3379,6338,6338,S High Point & Big Sky (SB),This stop (#6338) is southbound on the 450 block of High Point Rd (S) farside Big Sky Dr,43.058255,-89.517829,MMT,CMAD,0,,1,180,1,S High Point,450,Big Sky,15,,0,0,0,0,0,110
-89.489001186422442,43.075321241720935,3380,6340,6340,Old Sauk & Ozark (WB),This stop (#6340) is westbound on the 6300 block of Old Sauk Rd nearside Ozark Trl,43.075319,-89.489002,MMT,CMAD,0,,3,270,1,Old Sauk,6300,Ozark,"15, 68",,0,0,0,0,0,111
-89.531369208751428,43.075015229592474,3381,6342,6342,Old Sauk & Samuel (WB),This stop (#6342) is westbound on the 8600 block of Old Sauk Rd farside Samuel Dr,43.075013,-89.53137,MMT,CMAD,0,,1,270,0,Old Sauk,8600,Samuel,"68, 73",,0,0,0,0,0,111
-89.508536144747069,43.089571228958249,3382,6345,6345,Middleton & Sweeney (NB),This stop (#6345) is northbound on the 1401 block of Middleton St farside Sweeney Dr,43.089569,-89.508537,MMT,CMID,0,,1,0,0,Middleton,1401,Sweeney,"70, 71, 78",,0,0,0,0,0,111
-89.512265243520361,43.060418229847222,3383,6349,6349,Mineral Point & D'Onofrio (EB),This stop (#6349) is eastbound on the 7499 block of Mineral Point Rd farside D'Onofrio Dr,43.060416,-89.512266,MMT,CMAD,0,,1,90,0,Mineral Point,7499,D'Onofrio,14,,0,0,0,0,0,110
-89.504004246942202,43.057425229454594,3384,6350,6350,W Towne Ring & W Towne Mall (SB),This stop (#6350) is southbound on the 500 block of West Towne Ring adjacent West Towne Mall,43.057423,-89.504005,MMT,PRIV,0,,2,180,1,W Towne Ring,500,W Towne Mall,"63, 67",,1,0,1,1,0,111
-89.493075225216259,43.06319623704416,3385,6351,6351,Offshore & Yellowstone (EB),This stop (#6351) is eastbound on the 6499 block of Offshore Dr farside Yellowstone Dr (S),43.063194,-89.493076,MMT,CMAD,0,,1,90,1,Offshore,6499,Yellowstone,14,,0,0,0,0,0,110
-89.53024515609637,43.090406229308819,3386,6354,6354,Greenway & Aspen (WB),This stop (#6354) is westbound on the 8450 block of Greenway Blvd farside Aspen Cmns,43.090404,-89.530246,MMT,CMID,0,,1,270,0,Greenway,8450,Aspen,"71, 73",,0,0,0,0,0,110
-89.532538164951987,43.087996228718119,3387,6355,6355,Greenway & Deer Creek (NB),This stop (#6355) is northbound on the 8501 block of Greenway Blvd adjacent Deer Creek Apts,43.087994,-89.532539,MMT,CMID,0,,2,0,0,Greenway,8501,Deer Creek,"71, 73",,0,0,0,0,0,110
-89.499794246364687,43.056505229652394,3388,6357,6357,Odana & Burlington Coat (EB),This stop (#6357) is eastbound on the 6725 block of Odana Rd adjacent Burlington Coat,43.056503,-89.499795,MMT,CMAD,0,,2,90,1,Odana,6725,Burlington Coat,"63, 73",,0,0,0,0,0,111
-89.51464007509216,43.111332227630982,3389,6359,6359,Century & Laura (EB),This stop (#6359) is eastbound on the 7701 block of Century Ave nearside Laura Ln,43.11133,-89.514641,MMT,CMID,0,,3,90,0,Century,7701,Laura,72,,0,0,0,0,0,100
-89.513035104089198,43.102416227573734,3390,6363,6363,Discovery & Parmenter (EB),This stop (#6363) is eastbound on the 7601 block of Discovery Dr nearside Parmenter St,43.102414,-89.513036,MMT,CMID,0,,3,90,1,Discovery,7601,Parmenter,"70, 71, 72, 78",,0,0,0,0,0,101
-89.504299145909428,43.088070228373958,3391,6364,6364,Fortune & Sweeney (WB),This stop (#6364) is westbound on the 7098 block of Fortune Dr nearside Sweeney Dr,43.088068,-89.5043,MMT,CMID,0,,3,270,0,Fortune,7098,Sweeney,"70, 71, 78",,0,0,1,0,0,111
-89.525081213974985,43.07217322932518,3392,6365,6365,Junction & City Center W (NB),This stop (#6365) is northbound on the 535 block of Junction Rd farside City Center West,43.072171,-89.525082,MMT,CMAD,0,,1,0,1,Junction,535,City Center W,"15, 68, 73",,1,0,1,0,0,111
-89.525849237450785,43.065350230361879,3393,6368,6368,Junction & Pick N Save (SB),This stop (#6368) is southbound on the 266 block of Junction Rd opposite Pick N Save,43.065348,-89.52585,MMT,CMAD,0,,4,180,1,Junction,266,Pick N Save,"15, 68, 73",,0,0,0,0,0,111
-89.528820084414363,43.111152228006262,3394,6369,6369,Airport & Deming (EB),This stop (#6369) is eastbound on the 8399 block of Airport Rd farside Deming Way,43.11115,-89.528821,MMT,CMID,0,,1,90,0,Airport,8399,Deming,72,,0,0,0,0,0,100
-89.507433087690245,43.106189227874104,3395,6372,6372,Donna & Northbrook (WB),This stop (#6372) is westbound on the 7300 block of Donna Dr farside Northbrook Dr,43.106187,-89.507434,MMT,CMID,0,,1,270,1,Donna,7300,Northbrook,"70, 78",,0,0,0,0,0,011
-89.496968246837724,43.056748232836682,3396,6382,6382,Odana & Grand Canyon (WB),This stop (#6382) is westbound on the 6700 block of Odana Rd farside Grand Canyon Dr,43.056746,-89.496969,MMT,CMAD,0,,1,270,1,Odana,6700,Grand Canyon,"63, 73",,0,0,0,0,0,111
-89.52724520611666,43.074705229518344,3397,6385,6385,Old Sauk & Junction (EB),This stop (#6385) is eastbound on the 8301 block of Old Sauk Rd nearside Junction Rd,43.074703,-89.527246,MMT,CMAD,0,,3,90,0,Old Sauk,8301,Junction,"68, 73",,0,0,0,0,0,111
-89.501495075655697,43.108950227368673,3398,6388,6388,Century & Park (WB),This stop (#6388) is westbound on the 6998 block of Century Ave nearside Park St,43.108948,-89.501496,MMT,CMID,0,,3,270,0,Century,6998,Park,"70, 72, 78",,0,0,0,0,0,111
-89.519650148786127,43.090360229035355,3399,6392,6392,N High Point & Greenway (SB),This stop (#6392) is southbound on the 1600 block of High Point Rd (N) nearside Greenway Blvd,43.090358,-89.519651,MMT,CMID,0,,3,180,0,N High Point,1600,Greenway,"70, 71, 78",,0,0,0,0,0,111
-89.511564108092315,43.100931227667047,3400,6394,6394,Parmenter & Lee (SB),This stop (#6394) is southbound on the 2398 block of Parmenter St farside Lee St,43.100929,-89.511565,MMT,CMID,0,,1,180,1,Parmenter,2398,Lee,"70, 71, 72",,0,0,0,0,0,100
-89.495245115554127,43.096706233474109,3401,6395,6395,Branch & University (NB),This stop (#6395) is northbound on the 2001 block of Branch St farside University Ave,43.096704,-89.495246,MMT,CMID,0,,1,0,1,Branch,2001,University,"70, 72",,0,0,1,0,0,110
-89.532953174926647,43.08505922933557,3402,6402,6402,Deming & Gialamas (SB),This stop (#6402) is southbound on the 1260 block of Deming Way farside Gialamas Way,43.085057,-89.532954,MMT,CMAD,0,,1,180,1,Deming,1260,Gialamas,73,,0,0,0,0,0,110
-89.488947117902896,43.096441241823833,3403,6406,6406,Mendota & Gateway (WB),This stop (#6406) is westbound on the 6300 block of Mendota Ave farside Gateway St (N),43.096439,-89.488948,MMT,CMID,0,,1,270,1,Mendota,6300,Gateway,"71, 78",,0,0,0,0,0,101
-89.527935127425323,43.098331228455329,3404,6415,6415,Murphy & Eagle (EB),This stop (#6415) is eastbound on the 8401 block of Murphy Dr nearside Eagle Dr,43.098329,-89.527936,MMT,CMID,0,,3,90,0,Murphy,8401,Eagle,72,,0,0,0,0,0,100
-89.503292235510244,43.060881229635477,3405,6418,6418,Mineral Point & S Gammon (WB),This stop (#6418) is westbound on the 7000 block of Mineral Point Rd farside Gammon Rd (S),43.060879,-89.503293,MMT,CMAD,0,,1,270,1,Mineral Point,7000,S Gammon,"14, 67",,0,0,1,0,0,111
-89.493935121378797,43.095023235718784,3406,6420,6420,University & Maple (SB),This stop (#6420) is southbound on the 6599 block of University Ave farside Maple St,43.095021,-89.493936,MMT,CMID,0,,1,180,1,University,6599,Maple,"71, 72",,1,0,1,0,0,100
-89.511103117456415,43.098084227829837,3407,6421,6421,Franklin & Parmenter (EB),This stop (#6421) is eastbound on the 7499 block of Franklin Ave farside Parmenter St,43.098082,-89.511104,MMT,CMID,0,,1,90,0,Franklin,7499,Parmenter,"70, 72",,0,0,0,0,0,100
-89.503261252754541,43.055464229772141,3408,6422,6422,S Gammon & Odana (SB),This stop (#6422) is southbound on the 500 block of Gammon Rd (S) farside Odana Rd,43.055462,-89.503262,MMT,CMAD,0,,1,180,1,S Gammon,500,Odana,"63, 73",,0,0,0,0,0,111
-89.480748258460466,43.053050250063791,3409,6423,6423,Tokay & U W Research Park (NB),This stop (#6423) is northbound on the 5749 block of Tokay Blvd opposite U W Research Park,43.053048,-89.480749,MMT,CMAD,0,,4,0,0,Tokay,5749,U W Research Park,"3, 63, 73",,0,0,0,0,0,111
-89.508155239121578,43.060824229760087,3410,6426,6426,Mineral Point & S Westfield (WB),This stop (#6426) is westbound on the 7300 block of Mineral Point Rd farside Westfield Rd (S),43.060822,-89.508156,MMT,CMAD,0,,1,270,1,Mineral Point,7300,S Westfield,"14, 67",,0,0,0,0,0,111
-89.531236201574075,43.076985228990665,3411,6427,6427,Deming & Excelsior (NB),This stop (#6427) is northbound on the 801 block of Deming Way farside Excelsior Dr,43.076983,-89.531237,MMT,CMAD,0,,1,0,1,Deming,801,Excelsior,"15, 73",,0,0,0,0,0,110
-89.525191216400444,43.071492229267861,3412,6430,6430,Junction & City Center W (SB),This stop (#6430) is southbound on the 510 block of Junction Rd farside City Center West,43.07149,-89.525192,MMT,CMAD,0,,1,180,1,Junction,510,City Center W,"15, 68, 73",,1,0,1,0,0,111
-89.534102147923235,43.093196228796316,3413,6433,6433,Quarry & Research (EB),This stop (#6433) is eastbound on the 8599 block of Quarry Rd farside Research Way,43.093194,-89.534103,MMT,CMID,0,,1,90,0,Quarry,8599,Research,71,,0,0,0,0,0,100
-89.49904220971068,43.068054230560584,3414,6435,6435,Inner & Colony (EB),This stop (#6435) is eastbound on the 6799 block of Inner Dr farside Colony Dr,43.068052,-89.499043,MMT,CMAD,0,,1,90,0,Inner,6799,Colony,14,,0,0,0,0,0,110
-89.536586118639505,43.1022992288217,3415,6438,6438,Montclair & Pleasant View (WB),This stop (#6438) is westbound on the 8700 block of Montclair Dr farside Pleasant View Dr,43.102297,-89.536587,MMT,CMID,0,,1,270,0,Montclair,8700,Pleasant View,72,,0,0,0,0,0,100
-89.485644138727281,43.090193245509781,3416,6439,6439,Allen & University (NB),This stop (#6439) is northbound on the 2001 block of Allen Blvd farside University Ave,43.090191,-89.485645,MMT,CMID,0,,1,0,1,Allen,2001,University,"70, 71, 72, 78",,0,0,0,0,0,111
-89.51280724535944,43.06021222997277,3417,6440,6440,D'Onofrio & Mineral Point (SB),This stop (#6440) is southbound on the 400 block of D'Onofrio Dr farside Mineral Point Rd,43.06021,-89.512808,MMT,CMAD,0,,1,180,1,D'Onofrio,400,Mineral Point,15,,0,0,0,0,0,110
-89.51117212900256,43.094413228758114,3418,6441,6441,Terrace & Parmenter (EB),This stop (#6441) is eastbound on the 7499 block of Terrace Ave farside Parmenter St,43.094411,-89.511173,MMT,CMID,0,,1,90,1,Terrace,7499,Parmenter,"70, 71, 78",,1,0,1,0,0,111
-89.48910022646939,43.063154241458896,3419,6447,6447,Offshore & Nautilus (EB),This stop (#6447) is eastbound on the 6301 block of Offshore Dr nearside Nautilus Dr,43.063152,-89.489101,MMT,CMAD,0,,3,90,1,Offshore,6301,Nautilus,14,,0,0,0,0,0,110
-89.517320259829333,43.056789229955235,3420,6449,6449,D'Onofrio & S High Point (EB),This stop (#6449) is eastbound on the 599 block of D'Onofrio Dr farside High Point Rd (S),43.056787,-89.517321,MMT,CMAD,0,,1,90,0,D'Onofrio,599,S High Point,15,,0,0,0,0,0,110
-89.512726232440087,43.063883229783748,3421,6450,6450,Randolph & Tree (SB),This stop (#6450) is southbound on the 200 block of Randolph Dr farside Tree Ln,43.063881,-89.512727,MMT,CMAD,0,,1,180,1,Randolph,200,Tree,"14, 15",,0,0,0,0,0,110
-89.527328270670893,43.055922230044892,3422,6455,6455,S Junction & Watts (NB),This stop (#6455) is northbound on the 499 block of Junction Rd (S) farside Watts Rd,43.05592,-89.527329,MMT,CMAD,0,,1,0,1,S Junction,499,Watts,"63, 73",,0,0,0,0,0,111
-89.52663724249723,43.064195229578907,3423,6457,6457,Junction & Prairie Towne (NB),This stop (#6457) is northbound on the 201 block of Junction Rd adjacent Prairie Towne Center,43.064193,-89.526638,MMT,CMAD,0,,2,0,1,Junction,201,Prairie Towne,"15, 63, 68, 73",,0,0,1,0,0,111
-89.506361113340077,43.09840922812856,3424,6458,6458,Franklin & Bristol (WB),This stop (#6458) is westbound on the 7298 block of Franklin Ave nearside Bristol St,43.098407,-89.506362,MMT,CMID,0,,3,270,0,Franklin,7298,Bristol,"70, 72",,0,0,0,0,0,110
-89.493487211286777,43.067404236817673,3425,6459,6459,Inner & Yellowstone (EB),This stop (#6459) is eastbound on the 6501 block of Inner Dr nearside Yellowstone Dr (S),43.067402,-89.493488,MMT,CMAD,0,,3,90,1,Inner,6501,Yellowstone,14,,0,0,0,0,0,110
-89.503446218996615,43.065679228879311,3426,6460,6460,Tree & S Gammon (WB),This stop (#6460) is westbound on the 7000 block of Tree Ln farside Gammon Rd (S),43.065677,-89.503447,MMT,CMAD,0,,1,270,1,Tree,7000,S Gammon,14,,1,0,1,0,0,110
-89.507859272653789,43.050681229858341,3427,6464,6464,Watts & Walmart (WB),This stop (#6464) is westbound on the 7202 block of Watts Rd adjacent Walmart Driveway,43.050679,-89.50786,MMT,CMAD,0,,2,270,1,Watts,7202,Walmart,"63, 73",,0,0,0,0,0,111
-89.507654190723088,43.075310228873526,3428,6466,6466,N Westfield & Old Sauk (SB),This stop (#6466) is southbound on the 700 block of Westfield Rd (N) nearside Old Sauk Rd,43.075308,-89.507655,MMT,CMAD,0,,3,180,1,N Westfield,700,Old Sauk,15,,0,0,0,0,0,110
-89.5196991191347,43.09904522843496,3429,6470,6470,Deming & Country Inn (WB),This stop (#6470) is westbound on the 2212 block of Deming Way adjacent Country Inn,43.099043,-89.5197,MMT,CMID,0,,2,270,0,Deming,2212,Country Inn,"70, 71, 72, 78",,0,0,0,0,0,111
-89.504018104874206,43.100542227721654,3430,6471,6471,Park Lawn & Maywood (NB),This stop (#6471) is northbound on the 2301 block of Park Lawn Pl farside Maywood Ave,43.10054,-89.504019,MMT,CMID,0,,1,0,0,Park Lawn,2301,Maywood,"70, 72",,0,0,0,0,0,100
-89.523925203586217,43.075128229539878,3431,6474,6474,Old Sauk & Excelsior (WB),This stop (#6474) is westbound on the 8098 block of Old Sauk Rd nearside Excelsior Dr,43.075126,-89.523926,MMT,CMAD,0,,3,270,1,Old Sauk,8098,Excelsior,"15, 68",,0,0,0,0,0,111
-89.506735072300586,43.110908227331414,3432,6475,6475,Northbrook & Century (NB),This stop (#6475) is northbound on the 3399 block of Northbrook Dr nearside Century Ave,43.110906,-89.506736,MMT,CMID,0,,3,0,1,Northbrook,3399,Century,"72, 78",,0,0,0,0,0,101
-89.524775150116056,43.090867228358746,3433,6476,6476,J Q Hammons & Greenway (SB),This stop (#6476) is southbound on the 1600 block of John Q Hammons Dr nearside Greenway Blvd,43.090865,-89.524776,MMT,CMID,0,,3,180,0,J Q Hammons,1600,Greenway,"70, 72, 73, 78",,1,0,1,0,0,111
-89.537649093514787,43.109801228356332,3434,6479,6479,Pleasant View & Airport (NB),This stop (#6479) is northbound on the 3199 block of Pleasant View Rd nearside Airport Rd,43.109799,-89.53765,MMT,CMID,0,,3,0,0,Pleasant View,3199,Airport,72,,0,0,0,0,0,100
-89.502696211073953,43.068160229777327,3435,6480,6480,S Gammon & Colony (SB),This stop (#6480) is southbound on the 2 block of Gammon Rd (S) farside Colony Dr,43.068158,-89.502697,MMT,CMAD,0,,1,180,1,S Gammon,2,Colony,14,,0,0,0,0,0,110
-89.482236232884134,43.060990249011851,3436,6482,6482,Mineral Point & Cuna (WB),This stop (#6482) is westbound on the 5710 block of Mineral Point Rd adjacent Cuna Driveway,43.060988,-89.482237,MMT,CMAD,0,,2,270,1,Mineral Point,5710,Cuna,"14, 67",,1,0,1,0,0,111
-89.531183209279035,43.074684229328348,3437,6483,6483,Old Sauk & Samuel (EB),This stop (#6483) is eastbound on the 8601 block of Old Sauk Rd nearside Samuel Dr,43.074682,-89.531184,MMT,CMAD,0,,3,90,0,Old Sauk,8601,Samuel,"68, 73",,0,0,0,0,0,111
-89.502579086886769,43.105915227904546,3438,6484,6484,Donna & Park (WB),This stop (#6484) is westbound on the 7000 block of Donna Dr farside Park St,43.105913,-89.50258,MMT,CMID,0,,1,270,1,Donna,7000,Park,"70, 72",,0,0,0,0,0,110
-89.492240092762913,43.104076237428693,3439,6489,6489,Century & Branch (EB),This stop (#6489) is eastbound on the 6599 block of Century Ave farside Branch St,43.104074,-89.492241,MMT,CMID,0,,1,90,1,Century,6599,Branch,"70, 72, 78",,0,0,1,0,0,111
-89.525272201806843,43.075879229074111,3440,6490,6490,Excelsior & Old Sauk (SB),This stop (#6490) is southbound on the 8001 block of Excelsior Dr nearside Old Sauk Rd,43.075877,-89.525273,MMT,CMAD,0,,3,180,1,Excelsior,8001,Old Sauk,"15, 68, 73",,0,0,0,0,0,111
-89.507344229143257,43.063824229353919,3441,6499,6499,Tree & S Westfield (EB),This stop (#6499) is eastbound on the 7299 block of Tree Ln farside Westfield Rd (S),43.063822,-89.507345,MMT,CMAD,0,,1,90,1,Tree,7299,S Westfield,14,,0,0,0,0,0,110
-89.502372217940007,43.065957229124635,3442,6501,6501,S Gammon & Tree (NB),This stop (#6501) is northbound on the 101 block of Gammon Rd (S) farside Tree Ln,43.065955,-89.502373,MMT,CMAD,0,,1,0,1,S Gammon,101,Tree,14,,0,0,0,0,0,110
-89.520488270197788,43.054334230298402,3443,6504,6504,Watts & Princeton Club (WB),This stop (#6504) is westbound on the 8080 block of Watts Rd adjacent Princeton Club,43.054332,-89.520489,MMT,CMAD,0,,2,270,0,Watts,8080,Princeton Club,"63, 73",,0,0,0,0,0,111
-89.498210185736085,43.075342230907943,3444,6506,6506,Old Sauk & Everglade (WB),This stop (#6506) is westbound on the 6800 block of Old Sauk Rd nearside Everglade Cir,43.07534,-89.498211,MMT,CMAD,0,,3,270,1,Old Sauk,6800,Everglade,"15, 68",,0,0,0,0,0,111
-89.532734195471249,43.079186229320008,3445,6511,6511,Deming & John Deere (NB),This stop (#6511) is northbound on the 999 block of Deming Way adjacent John Deere Credit,43.079184,-89.532735,MMT,CMAD,0,,2,0,1,Deming,999,John Deere,"15, 73",,0,0,0,0,0,110
-89.492357232366231,43.060968238044097,3446,6516,6516,Mineral Point & Yellowstone (WB),This stop (#6516) is westbound on the 6500 block of Mineral Point Rd farside Yellowstone Dr (S),43.060966,-89.492358,MMT,CMAD,0,,1,270,1,Mineral Point,6500,Yellowstone,"14, 67",,0,0,0,0,0,111
-89.52741416087359,43.088259228810159,3447,6519,6519,Deming & Holiday (NB),This stop (#6519) is northbound on the 1399 block of Deming Way nearside Holiday Ave,43.088257,-89.527415,MMT,CMID,0,,3,0,0,Deming,1399,Holiday,"15, 73",,0,0,0,0,0,110
-89.498639083457618,43.106275229616024,3448,6526,6526,Donna & Century (WB),This stop (#6526) is westbound on the 6800 block of Donna Dr farside Century Ave,43.106273,-89.49864,MMT,CMID,0,,1,270,0,Donna,6800,Century,70,,0,0,0,0,0,010
-89.525012202319431,43.075629229572044,3449,6527,6527,Excelsior & Old Sauk (NB),This stop (#6527) is northbound on the 8000 block of Excelsior Dr farside Old Sauk Rd,43.075627,-89.525013,MMT,CMAD,0,,1,0,1,Excelsior,8000,Old Sauk,"15, 68, 73",,0,0,0,0,0,111
-89.506779087528287,43.106413227602886,3450,6529,6529,Northbrook & Donna (NB),This stop (#6529) is northbound on the 2901 block of Northbrook Dr farside Donna Dr,43.106411,-89.50678,MMT,CMID,0,,1,0,1,Northbrook,2901,Donna,"72, 78",,0,0,0,0,0,101
-89.519675208917661,43.072437229905823,3451,6531,6531,N High Point & Sauk Creek (NB),This stop (#6531) is northbound on the 501 block of High Point Rd (N) farside Sauk Creek Dr,43.072435,-89.519676,MMT,CMAD,0,,1,0,1,N High Point,501,Sauk Creek,15,,0,0,0,0,0,110
